"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"condition";"cyberball_played";"consent";"worker_id";"nt1";"nt2";"nt3";"nt4";"mood";"v_169";"b5_e1_r";"b5_a1";"b5_c1_r";"b5_n1_r";"b5_o1_r";"b5_e2";"b5_a2_r";"b5_c2";"b5_n2";"b5_o2";"excluded";"ignored";"received_tosses";"sex";"occupation";"age";"native";"no_native";"seriousness";"use_data";"use_data_reason";"comments";"task1_1";"task1_2";"task1_3";"task1_4";"task1_5";"task1_6";"task1_7";"task1_8";"task1_9";"task1_10";"task1_11";"task1_12";"task1_13";"task1_14";"task1_15";"task1_16";"task1_17";"task1_18";"task1_19";"task1_20";"task1_21";"task1_22";"task1_23";"task1_24";"task1_25";"task1_26";"task1_27";"task1_28";"task1_29";"task1_30";"task1_31";"task1_32";"task1_33";"task1_34";"task1_35";"task1_36";"task1_37";"task1_38";"task1_39";"task1_40";"task2_1";"task2_2";"task2_3";"task2_4";"task2_5";"task2_6";"task2_7";"task2_8";"task2_9";"task2_10";"task2_11";"task2_12";"task2_13";"task2_14";"task2_15";"task2_16";"task2_17";"task2_18";"task2_19";"task2_20";"browser";"referer";"device_type";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6914690";"rts6915068";"rts6915822";"rts6915836";"rts6915840";"rts6915841";"rts6941320";"rts6941323";"rts6941326";"rts6941327";"rts6941335";"rts6941336";"rts6941337";"rts6941339";"rts6941344";"rts6944524";"rts6945204";"rts6945209";"tic"
"93";"0";"0";"31";"6900361";"-77";"614";"2";"2";"1";"610069045c692f15629b2c40";"2";"2";"2";"1";"3";"2";"5";"4";"1";"3";"5";"2";"2";"5";"5";"5";"7";"8";"1";"2";"Attractions Hostess";"21";"1";"-77";"7";"2";"-77";"-77";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"2";"2";"5";"4";"5";"1";"6";"5";"6";"6";"1";"1";"3";"6";"5";"6";"6";"3";"5";"2";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6915841,6915841,6945204,6941335,6941336,6941337,6900361";"0";"1";"0";"-77";"-77";"626019e92836e53d78cfd685555d97ae";"2";"0";"1627473507";"2021-07-28 11:58:27";"2021-07-28 12:08:41";"0000-00-00 00:00:00";"11";"374";"488";"195";"396";"520";"25";"186";"33";"18";"599";"612";"614";"5";"45";"54";"577";"387";"8a5f844057936d847df2208b30f3f180"
"94";"0";"0";"31";"6900361";"-77";"546";"2";"2";"1";"61012076367acf5c8c41d4f1";"4";"5";"5";"3";"5";"2";"4";"5";"4";"2";"4";"2";"3";"4";"4";"2";"6";"6";"10";"2";"Student";"27";"1";"-77";"7";"2";"-77";"-77";"1";"2";"2";"1";"1";"1";"2";"1";"1";"2";"2";"1";"1";"2";"1";"2";"2";"1";"1";"1";"2";"1";"1";"1";"2";"2";"1";"2";"2";"1";"2";"2";"2";"1";"2";"1";"2";"1";"1";"2";"6";"5";"4";"6";"5";"6";"5";"6";"5";"3";"2";"5";"3";"3";"5";"3";"5";"5";"5";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"1";"0";"-77";"-77";"31477cd08e371826a71d920cabc8cb7c";"2";"0";"1627473521";"2021-07-28 11:58:41";"2021-07-28 12:07:47";"0000-00-00 00:00:00";"72";"340";"452";"260";"365";"485";"102";"252";"107";"76";"527";"544";"546";"61";"128";"133";"512";"352";"8acaa9295052bdab708d1c8fb579fe58"
"95";"0";"0";"31";"6900361";"-77";"1242";"1";"2";"1";"60ffe935c9b3ea6aec99052e";"9";"9";"9";"9";"9";"2";"4";"3";"1";"4";"1";"4";"4";"4";"4";"4";"3";"3";"20";"1";"Information technology";"32";"1";"-77";"7";"2";"-77";"-77";"1";"1";"1";"2";"1";"2";"1";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"1";"1";"2";"1";"2";"2";"2";"6";"2";"2";"2";"6";"6";"2";"6";"6";"3";"6";"7";"6";"3";"2";"6";"2";"7";"6";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6915841,6915841,6945204,6941335,6941336,6941337,6900361";"0";"0";"0";"-77";"-77";"5449d779e59593fb16eab53fa1b38a0c";"2";"0";"1627473547";"2021-07-28 11:59:07";"2021-07-28 12:19:49";"0000-00-00 00:00:00";"14";"922";"1036";"547";"947";"1159";"28";"504";"40";"20";"1221";"1238";"1242";"7";"263";"268";"1204";"938";"bff0029c7c7a23d7b4a44d41be4cb741"
"96";"0";"0";"31";"6900361";"-77";"731";"1";"2";"1";"60fff2a5af92aeffc63c955c";"9";"7";"8";"9";"8";"2";"1";"5";"5";"5";"3";"5";"4";"4";"1";"5";"1";"1";"50";"1";"Student - Barman";"23";"1";"-77";"7";"2";"-77";"Was an enjoyable questionnaire and look forward to seeing what comes of it.";"1";"2";"2";"1";"1";"1";"2";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";"2";"1";"1";"1";"1";"2";"1";"1";"2";"2";"1";"1";"1";"2";"2";"1";"1";"1";"2";"2";"1";"1";"2";"5";"4";"1";"6";"4";"4";"6";"7";"2";"1";"5";"4";"6";"5";"7";"2";"1";"6";"6";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"0";"0";"-77";"-77";"fdb1bd84a32f8e11e1b5f2069e9d379a";"2";"0";"1627473552";"2021-07-28 11:59:12";"2021-07-28 12:11:23";"0000-00-00 00:00:00";"43";"373";"546";"241";"431";"589";"59";"217";"63";"52";"667";"697";"731";"33";"84";"92";"622";"385";"4f8fab3512dd1e16a384ab3089f01b87"
"97";"0";"0";"31";"6900361";"-77";"597";"1";"2";"1";"610025e1545e95efd8295d18";"5";"6";"6";"6";"6";"1";"5";"2";"1";"4";"1";"1";"5";"5";"2";"5";"2";"2";"33";"1";"Microbiologist";"27";"1";"-77";"7";"2";"-77";"-77";"1";"1";"1";"2";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"2";"1";"1";"2";"1";"2";"2";"1";"2";"1";"1";"2";"2";"1";"1";"2";"2";"1";"1";"1";"1";"1";"2";"2";"5";"6";"5";"6";"5";"6";"6";"5";"5";"3";"3";"3";"2";"2";"3";"5";"4";"6";"5";"3";"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"0";"0";"-77";"-77";"e1080e2fb175b1f0c904f2ae997c7f1f";"2";"0";"1627473557";"2021-07-28 11:59:17";"2021-07-28 12:09:14";"0000-00-00 00:00:00";"8";"349";"513";"247";"440";"542";"22";"204";"27";"14";"582";"595";"597";"3";"44";"55";"567";"357";"1729677c6980322775e869f13174917c"
"98";"0";"0";"31";"6900361";"-77";"772";"2";"2";"1";"60fed7b4aa41f5a62fb83ddb";"2";"3";"3";"2";"3";"2";"4";"2";"4";"5";"4";"3";"4";"4";"2";"4";"4";"2";"5";"2";"Student";"19";"1";"-77";"7";"2";"-77";"-77";"1";"1";"1";"2";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"1";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"2";"1";"1";"2";"2";"2";"1";"2";"1";"1";"1";"2";"2";"2";"2";"2";"6";"2";"5";"2";"6";"6";"5";"4";"3";"3";"2";"5";"5";"6";"5";"2";"5";"2";"3";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"0";"0";"-77";"-77";"230fd4a50e24691c8a1a45c30cde75d1";"2";"0";"1627473567";"2021-07-28 11:59:27";"2021-07-28 12:12:19";"0000-00-00 00:00:00";"32";"536";"669";"237";"559";"716";"42";"225";"57";"37";"757";"769";"772";"24";"74";"90";"744";"548";"f1c0c67dfde7344ec09d9221d873d326"
"99";"0";"0";"31";"6900361";"-77";"618";"2";"2";"1";"60fec796f3280a63122a597d";"1";"2";"3";"1";"2";"2";"4";"5";"4";"3";"4";"2";"2";"3";"4";"4";"8";"8";"10";"2";"Customer Service Administrator";"21";"1";"-77";"7";"2";"-77";"Good questionnaire. Made me think about if I am too quick to judge people based on looks. :)";"1";"1";"1";"2";"1";"1";"2";"2";"1";"1";"1";"2";"1";"2";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"2";"2";"2";"1";"2";"1";"1";"1";"1";"2";"1";"2";"1";"1";"6";"3";"5";"2";"6";"4";"2";"7";"2";"6";"2";"7";"6";"3";"3";"7";"2";"6";"2";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36 Edg/92.0.902.55";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"1";"0";"-77";"-77";"63e0792b175f557e66c96c4f547d5678";"2";"0";"1627473572";"2021-07-28 11:59:32";"2021-07-28 12:09:50";"0000-00-00 00:00:00";"21";"410";"512";"198";"431";"543";"30";"186";"42";"27";"573";"588";"618";"9";"60";"72";"559";"419";"bc2f0030892177f24078ea7cfaec48a1"
"100";"0";"0";"31";"6900361";"-77";"640";"1";"2";"1";"6100b24078f3d61e075445dd";"8";"8";"8";"8";"8";"2";"4";"5";"4";"2";"1";"4";"2";"5";"5";"5";"1";"1";"35";"2";"Musician";"21";"1";"-77";"7";"2";"-77";"-77";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";"2";"1";"2";"2";"1";"2";"1";"1";"2";"1";"2";"1";"2";"2";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"2";"5";"6";"6";"3";"2";"7";"4";"5";"3";"2";"4";"6";"2";"5";"7";"3";"2";"3";"3";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1 Safari/605.1.15";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"1";"0";"-77";"-77";"f624a2148c52b560cc2b94c77e0a3488";"2";"0";"1627473574";"2021-07-28 11:59:34";"2021-07-28 12:10:14";"0000-00-00 00:00:00";"23";"422";"545";"199";"448";"569";"33";"180";"41";"26";"609";"635";"640";"18";"61";"71";"595";"432";"137191f291890d1a7046a0a6272ed917"
"101";"0";"0";"31";"6900361";"-77";"659";"1";"2";"1";"60fc4de91f4fbcc0b1cb536a";"8";"9";"8";"7";"9";"2";"4";"3";"4";"2";"2";"4";"3";"5";"5";"4";"1";"1";"33";"2";"Student ";"21";"1";"-77";"7";"2";"-77";"N/A";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"2";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"5";"6";"5";"5";"3";"5";"5";"5";"3";"3";"6";"5";"4";"3";"6";"4";"6";"5";"5";"3";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"0";"0";"-77";"-77";"b5978698d0ccffc93284b1e9010a4e86";"2";"0";"1627473580";"2021-07-28 11:59:40";"2021-07-28 12:10:39";"0000-00-00 00:00:00";"49";"364";"520";"255";"397";"556";"68";"226";"81";"60";"632";"652";"659";"36";"109";"122";"587";"379";"a5500484a60d76cf4e184dc58a5ef8ed"
"102";"0";"0";"31";"6941341";"-77";"26";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/87.0.4280.77 Mobile/15E148 Safari/604.1";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6941341";"1";"1";"0";"-77";"-77";"b9c682f242f4faca23c9835ae0be2c84";"2";"0";"1627473580";"2021-07-28 11:59:40";"2021-07-28 12:00:06";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26";"0";"0";"0";"0";"-77"
"103";"0";"0";"31";"6900361";"-77";"538";"2";"2";"1";"610129ab451539c332e9c68d";"1";"1";"1";"1";"1";"2";"4";"5";"3";"2";"4";"1";"2";"4";"5";"4";"9";"9";"3";"1";"Student";"22";"1";"-77";"7";"2";"-77";"-77";"2";"1";"1";"2";"2";"1";"1";"1";"2";"1";"1";"2";"1";"2";"1";"1";"2";"1";"2";"1";"1";"2";"1";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"5";"6";"5";"3";"6";"3";"6";"6";"1";"3";"2";"1";"4";"6";"3";"5";"6";"3";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"1";"0";"-77";"-77";"be79943972905bb4de283c0b7890b138";"2";"0";"1627473581";"2021-07-28 11:59:41";"2021-07-28 12:08:39";"0000-00-00 00:00:00";"45";"356";"453";"231";"388";"480";"54";"210";"70";"49";"512";"533";"538";"36";"99";"107";"500";"372";"e757c47723231993544e44d51c655afa"
"105";"0";"0";"31";"6900361";"-77";"582";"1";"2";"1";"60fd866917347300b1470b1b";"7";"6";"5";"6";"9";"2";"5";"5";"4";"1";"4";"1";"1";"5";"4";"5";"2";"2";"21";"1";"Analyst";"28";"1";"-77";"7";"2";"-77";"-77";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"2";"1";"2";"1";"2";"1";"1";"2";"1";"1";"2";"2";"2";"1";"2";"1";"1";"2";"1";"2";"2";"1";"2";"1";"1";"1";"2";"2";"1";"2";"5";"5";"6";"7";"3";"6";"6";"7";"7";"3";"2";"6";"5";"2";"6";"5";"4";"6";"4";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"0";"0";"-77";"-77";"3e11fbc42c7a9631c2cbfe9e48cd7f39";"2";"0";"1627473596";"2021-07-28 11:59:56";"2021-07-28 12:09:38";"0000-00-00 00:00:00";"23";"323";"461";"211";"351";"500";"39";"190";"43";"27";"553";"579";"582";"12";"62";"74";"537";"337";"23cf171ffab788f3c6dc7861df050eaf"
"106";"0";"0";"31";"6900361";"-77";"1000";"1";"2";"1";"60fd4a54536f88aca25e99ce";"5";"4";"4";"3";"5";"2";"5";"4";"5";"2";"4";"1";"3";"5";"5";"4";"4";"7";"25";"2";"Student";"20";"1";"-77";"7";"2";"-77";"-77";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";"2";"1";"2";"1";"1";"2";"2";"1";"1";"2";"2";"1";"2";"1";"1";"1";"1";"1";"2";"2";"2";"3";"6";"6";"2";"2";"7";"2";"6";"5";"1";"1";"5";"3";"4";"2";"5";"3";"7";"5";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"0";"0";"-77";"-77";"a2a02d49ac46bebd0d3f8e595d264850";"2";"0";"1627473606";"2021-07-28 12:00:06";"2021-07-28 12:16:46";"0000-00-00 00:00:00";"52";"673";"878";"325";"717";"923";"107";"306";"121";"61";"979";"996";"1000";"33";"151";"167";"959";"698";"aa101da004efcda905dac2509b339d19"
